study_id,study_label,grouping,time_h,conc_ngml,sd_ngml,n,dose_mg,prandial,is_control
16023,Bailey 1995,10mg-PO ER tablet,2.0,2.347,1.1401,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,2.5,2.4855,1.6061,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,3.0,2.8308,1.736,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,4.0,2.3664,1.3836,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,5.0,2.2381,0.9623,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,6.0,1.9547,0.6185,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,8.0,1.1465,0.431,12,10.0,fasted,True
16023,Bailey 1995,10mg-PO ER tablet,24.0,0.1983,,12,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,144.0,0.4437,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,144.5,0.807,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,145.0,1.3069,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,146.0,2.0279,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,147.0,2.4872,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,148.0,2.6736,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,149.0,2.0635,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,150.0,1.9086,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,152.0,1.4907,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,154.0,1.2433,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,156.0,0.9903,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,158.0,0.8795,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,160.0,0.6436,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,162.0,0.5271,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,164.0,0.4504,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,166.0,0.4193,,36,10.0,fasted,True
16024,Aberg 1997,10mg-PO ER tablet,168.0,0.4564,,36,10.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,0.0,0.0,,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,0.5,0.0592,,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,1.0,0.3427,,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,1.5,0.8423,0.7771,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,2.0,0.9513,0.6332,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,2.5,0.9192,0.5181,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,3.0,0.9203,0.5468,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,4.0,0.7645,0.518,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,5.0,0.5754,,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,6.0,0.4611,,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,8.0,0.4237,0.4893,12,5.0,fasted,True
16025,Dresser 2000,5mg-PO ER tablet,24.0,0.1288,,12,5.0,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",168.0,0.6198,0.8502,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",168.5,0.6859,0.8299,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",169.0,1.1817,1.1133,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",169.5,1.2974,1.0121,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",170.0,1.3387,0.7287,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",170.5,1.4544,0.6477,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",171.0,1.2974,0.6477,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",172.0,1.0991,0.7894,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",173.0,1.2891,0.9918,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",174.0,1.19,1.0323,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",176.0,1.0164,0.9109,6,,fasted,True
16026,Dresser 2000,"2.5mg,5mg-PO ER tablet",192.0,0.4462,0.6477,6,,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,0.0,0.0,,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,0.5,1.1972,1.2251,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,1.0,2.4598,1.0455,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,1.5,2.1542,1.2741,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,2.0,1.8486,0.9474,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,2.5,1.4994,0.8004,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,3.0,1.2755,0.735,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,4.0,1.1108,0.9964,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,5.0,0.6956,0.588,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,6.0,0.4982,0.8167,9,5.0,fasted,True
16027,Bailey 1993,5mg-PO IR tablet,8.0,0.2287,0.6207,9,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,0.0,0.0,,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,0.5,0.1755,,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,1.0,0.5797,0.33,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,1.5,0.5478,0.3019,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,2.0,0.6958,0.2598,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,2.5,0.7168,0.2036,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,3.0,0.7484,0.1896,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,4.0,0.8835,0.2387,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,5.0,0.8663,0.2388,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,6.0,0.8278,0.2668,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,8.0,0.5603,0.1685,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,10.0,0.5342,0.2036,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,12.0,0.6182,0.316,11,5.0,fasted,True
16028,Goosen 2004,5mg-PO ER tablet,24.0,0.307,0.1545,11,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,0.0,0.0,,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,0.5,1.1742,1.4299,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,1.0,2.0111,1.034,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,1.5,2.056,1.122,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,2.0,1.8003,0.792,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,2.5,1.5665,0.902,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,3.0,1.3255,0.704,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,4.0,0.8946,0.616,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,5.0,0.6398,,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,6.0,0.4583,,9,5.0,fasted,True
16029,Edgar 1992,5mg-PO IR tablet,8.0,0.3447,,9,5.0,fasted,True
16030,Bratel 1989,5mg-PO IR tablet,72.0,1.2364,0.987,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,72.5,2.6555,5.7143,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,73.0,4.0798,4.0345,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,73.5,3.9535,3.3246,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,74.0,3.7281,2.7877,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,75.0,2.5931,1.8702,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,76.0,2.1109,1.1255,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,78.0,1.35,0.7445,11,5.0,fed,True
16030,Bratel 1989,5mg-PO IR tablet,80.0,1.0641,0.7099,11,5.0,fed,True
16062,Bailey 1996,"Erythromycin DDI, treatment group",24.0,0.0,,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",24.5,0.3238,0.8207,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",25.0,2.7404,,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",25.5,4.9516,2.2159,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",26.0,6.2705,2.5169,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",26.5,6.6496,2.5716,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",27.0,6.7601,2.7084,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",28.0,6.3889,2.1339,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",29.0,4.8253,1.6688,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",30.0,3.3643,1.2858,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",32.0,2.7483,1.2858,12,10.0,fasted,False
16062,Bailey 1996,"Erythromycin DDI, treatment group",48.0,0.9398,0.5198,12,10.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",73.0,0.0,,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",73.5,0.1987,,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",74.0,1.7474,,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",74.5,3.784,1.0695,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",75.0,5.4265,2.0544,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",76.0,7.7547,3.3208,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",77.0,8.3006,4.1932,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",79.0,6.8595,3.6867,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",81.0,4.574,3.0672,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",85.0,2.9582,1.8856,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",97.0,2.1068,1.2386,9,5.0,fasted,False
16063,Jalava 1997,"Itraconazole DDI, treatment group",105.0,1.6237,,9,5.0,fasted,False
